"자전거번호","대여일시","대여 대여소번호","대여 대여소명","대여거치대","반납일시","반납대여소번호","반납대여소명","반납거치대","이용시간(분)","이용거리(M)","생년","성별","이용자종류","대여대여소ID","반납대여소ID","자전거구분"
"SPB-63803","2025-12-01 06:34:46","03202","당산롯데캐슬프레스티지","0","2025-12-01 06:40:25","00283","아크로타워 스퀘어(영등포시장)","0","5","802.91","1981","M","내국인","ST-1973","ST-1649","일반자전거"
"SPB-39477","2025-12-01 06:35:16","05768","방이삼거리","0","2025-12-01 06:40:25","04486","홈플러스 잠실점","0","5","682.74",\N,\N,\N,"ST-3214","ST-2596","일반자전거"
"SPB-60086","2025-12-01 06:00:56","00143","공덕역 2번출구","0","2025-12-01 06:40:27","00864","순천향대학병원(한남오거리)","0","39","9239.15",\N,\N,\N,"ST-201","ST-2188","일반자전거"
"SPB-69863","2025-12-01 06:34:50","00280","양평동6차현대아파트 앞","0","2025-12-01 06:40:30","05862","당산역11번출구","0","5","860.00","1964","M","내국인","ST-1539","ST-3187","일반자전거"
"SPB-59918","2025-12-01 06:36:39","00817","삼각지역 4번출구 앞","0","2025-12-01 06:40:31","00853","용산역 맞은편","0","3","567.66",\N,\N,\N,"ST-436","ST-2177","일반자전거"
"SPB-74028","2025-12-01 06:08:00","04531","목동아파트 613동 앞","0","2025-12-01 06:40:31","01851","가산디지털단지 9번출구 인근","0","32","7308.77","1981",\N,"내국인","ST-2844","ST-1403","일반자전거"
"SPB-63796","2025-12-01 06:33:04","00133","해담는다리","0","2025-12-01 06:40:36","04255","래미안 루센티아 아파트 108동 앞","0","7","1407.39","1981","M","내국인","ST-35","ST-2897","일반자전거"
"SPB-66962","2025-12-01 06:29:54","00287","영등포전화국사거리 (서강어린이공원)","0","2025-12-01 06:40:38","04600","서울 영등포구 우체국","0","10","1099.92",\N,\N,\N,"ST-1653","ST-3011","일반자전거"
"SPB-70538","2025-12-01 06:34:49","02351","청소년수련관(수영장)앞","0","2025-12-01 06:40:40","02377","수서역 5번출구","0","5","1260.00","1994",\N,"내국인","ST-937","ST-1186","일반자전거"
"SPB-73496","2025-12-01 06:36:15","01379","길음뉴타운푸르지오아파트 3단지","0","2025-12-01 06:40:41","01348","성북제일새마을금고 본점 앞","0","4","572.58","1994","","내국인","ST-2221","ST-1212","일반자전거"
"SPB-70757","2025-12-01 06:37:45","01571","북서울 꿈의 숲 입구","0","2025-12-01 06:40:44","03718","번동3단지 버스정류장","0","2","530.00","1963","M","내국인","ST-2401","ST-2610","일반자전거"
"SPB-73803","2025-12-01 06:36:00","05087","연세강서빌딩","0","2025-12-01 06:40:44","01106","신방화사거리","0","4","421.72","1996","M","내국인","ST-3129","ST-824","일반자전거"
"SPB-51877","2025-12-01 06:38:23","04002","상계주공 14단지 상가 앞","0","2025-12-01 06:40:44","01689","마들역 3번출구","0","2","430.60","1995","M","내국인","ST-2698","ST-1640","일반자전거"
"SPB-74480","2025-12-01 06:25:48","00748","목동운동장","0","2025-12-01 06:40:44","03927","구로월드아파트 앞","0","14","3036.34",\N,\N,\N,"ST-1019","ST-3182","일반자전거"
"SPB-42776","2025-12-01 06:19:32","00931","역촌파출소","0","2025-12-01 06:40:45","04658","녹번역1번출구앞","0","21","2512.88","1992","F","내국인","ST-479","ST-2776","일반자전거"
"SPB-39377","2025-12-01 06:26:00","04246","상수역새마을금고","0","2025-12-01 06:40:46","00126","서강대 후문 옆","0","14","1722.32","1989","M","내국인","ST-3019","ST-28","일반자전거"
"SPB-74320","2025-12-01 06:37:30","00787","양천아파트 입구","0","2025-12-01 06:40:48","00788","양천구청역 2번출구 옆","0","3","540.46","2001","F","내국인","ST-2013","ST-2014","일반자전거"
"SPB-71837","2025-12-01 06:37:47","01077","강동역 1번출구 앞","0","2025-12-01 06:40:48","01010","강동세무서","0","3","593.31","1984","","내국인","ST-1838","ST-494","일반자전거"
"SPB-41118","2025-12-01 06:34:51","01656","중앙하이츠 아파트 입구","0","2025-12-01 06:40:48","01625","상계역 3번출구","0","5","541.82","1995","M","내국인","ST-1124","ST-914","일반자전거"
"SPB-48342","2025-12-01 06:36:41","03581","광진광장","0","2025-12-01 06:40:48","04383","푸조비즈타워 앞","0","4","176.32","2000","M","내국인","ST-2320","ST-3044","일반자전거"
"SPB-62467","2025-12-01 06:36:36","02148","낙성대역 3번출구 뒤","0","2025-12-01 06:40:50","03802","관악구민체육센터","0","4","537.06","1970","M","내국인","ST-887","ST-2428","일반자전거"
"SPB-82944","2025-12-01 06:31:23","01316","고려사대부속중고 건너편","99","2025-12-01 06:40:51","01367","길음문화복합미디어센터","99","9","4140.00","1998","F","내국인","ST-562","ST-1459","새싹자전거"
"SPB-71943","2025-12-01 06:35:13","02375","수서역 1번출구 앞","0","2025-12-01 06:40:51","03602","한국지역난방공사강남지사","0","5","908.17","1984","M","내국인","ST-1184","ST-2474","일반자전거"
"SPB-63743","2025-12-01 06:28:13","00502","자양(뚝섬한강공원)역 1번출구 앞","0","2025-12-01 06:40:52","00546","잠실대교북단 교차로","0","12","1968.30","1994","F","내국인","ST-99","ST-257","일반자전거"
"SPB-74822","2025-12-01 06:32:57","01640","한내근린공원 북측","0","2025-12-01 06:40:54","01684","태릉입구역 5번출구","0","7","1432.89","1994","F","내국인","ST-971","ST-1474","일반자전거"
"SPB-74595","2025-12-01 06:33:49","00769","CBS방송국 앞","0","2025-12-01 06:40:55","00770","목동역5번출구","0","7","989.33","1978","M","내국인","ST-1995","ST-1996","일반자전거"
"SPB-72782","2025-12-01 06:28:21","00502","자양(뚝섬한강공원)역 1번출구 앞","0","2025-12-01 06:40:55","00546","잠실대교북단 교차로","0","12","2177.23","1991","M","내국인","ST-99","ST-257","일반자전거"
"SPB-69568","2025-12-01 05:18:21","01391","성북청소년센터","0","2025-12-01 06:40:56","01762","북한산 한신휴플러스APT앞","0","82","9671.36","1962","M","내국인","ST-2232","ST-2107","일반자전거"
"SPB-65985","2025-12-01 06:35:51","02650","위례22단지 2208동 다리앞","0","2025-12-01 06:40:57","02603","송파 글마루 도서관","0","5","1009.50",\N,\N,\N,"ST-1871","ST-1592","일반자전거"
"SPB-48867","2025-12-01 06:15:04","00956","응암시장교차로","0","2025-12-01 06:40:57","04659","신진과학기술고등학교 버스정류장(응암시장 방면)","0","25","385.74",\N,"M","내국인","ST-1331","ST-2777","일반자전거"
"SPB-59071","2025-12-01 06:13:51","02623","석촌동 주민센터","0","2025-12-01 06:41:01","02639","석촌역 8번출구","0","27","1212.21","1995","M","내국인","ST-1851","ST-1866","일반자전거"
"SPB-57459","2025-12-01 06:28:54","03668","성내삼성아파트","0","2025-12-01 06:41:01","04457","아산병원 기숙사 부근","0","12","2000.00","1968","M","내국인","ST-2740","ST-2574","일반자전거"
"SPB-55606","2025-12-01 06:27:02","00630","동대문구 보건소","0","2025-12-01 06:41:01","03551","성동도로사업소","0","13","2189.56","1980","M","내국인","ST-397","ST-2333","일반자전거"
"SPB-53048","2025-12-01 06:36:48","03933","오류동부골든아파트 후문 옆","0","2025-12-01 06:41:03","01933","개봉푸르지오아파트 상가","0","4","141.94","1978",\N,"내국인","ST-3237","ST-678","일반자전거"
"SPB-37413","2025-12-01 06:38:14","05752","풍납백제문화공원 옆 인근","0","2025-12-01 06:41:04","01274","영파여고 앞","0","2","0.00","1989",\N,"내국인","ST-3070","ST-1092","일반자전거"
"SPB-37985","2025-12-01 06:30:27","02408","강남한양수자인아파트","0","2025-12-01 06:41:05","01246","문정 법조단지10","0","11","1332.28","1954",\N,"내국인","ST-1578","ST-906","일반자전거"
"SPB-32133","2025-12-01 06:36:05","03006","상암월드컵파크5단지(상암중학교)","0","2025-12-01 06:41:06","00415","DMC역 9번출구 앞","0","5","954.38","2003",\N,"내국인","ST-2164","ST-95","일반자전거"
"SPB-53446","2025-12-01 06:37:05","00221","여의도초교 앞","0","2025-12-01 06:41:06","00207","여의나루역 1번출구 앞","0","4","744.16","1996","M","내국인","ST-67","ST-73","일반자전거"
"SPB-63050","2025-12-01 06:34:16","01153","발산역 1번, 9번 인근 대여소","0","2025-12-01 06:41:08","02724","(재)FITI시험연구원","0","6","1065.01","1956","M","내국인","ST-1065","ST-2041","일반자전거"
"SPB-34389","2025-12-01 06:38:28","03882","자양2동 주민센터","0","2025-12-01 06:41:09","00546","잠실대교북단 교차로","0","2","141.92","1992","M","내국인","ST-2891","ST-257","일반자전거"
"SPB-68069","2025-12-01 06:13:21","00348","독립문역 사거리","0","2025-12-01 06:41:10","00816","신용산역 6번출구 앞","0","27","5191.16","1983","M","내국인","ST-183","ST-435","일반자전거"
"SPB-74477","2025-12-01 06:35:02","01020","강동경찰서","0","2025-12-01 06:41:11","01011","LIGA 아파트 앞","0","6","1039.20","1999","F","내국인","ST-503","ST-495","일반자전거"
"SPB-48487","2025-12-01 06:36:31","00254","도림신협 앞","0","2025-12-01 06:41:12","05886","신풍역 2번출구","0","4","740.00","1997","M","내국인","ST-302","ST-3359","일반자전거"
"SPB-53055","2025-12-01 06:34:37","00561","서울숲역 2번출구 앞","0","2025-12-01 06:41:15","04398","유원지식산업센터 앞","0","6","913.88","1994","M","내국인","ST-362","ST-3325","일반자전거"
"SPB-72604","2025-12-01 06:19:45","01866","서울안천초등학교 옆","0","2025-12-01 06:41:15","03984","가산롯데아이티캐슬","0","21","2789.85","1965","","내국인","ST-1937","ST-2999","일반자전거"
"SPB-71205","2025-12-01 06:36:38","00254","도림신협 앞","0","2025-12-01 06:41:16","05886","신풍역 2번출구","0","4","176.43",\N,\N,\N,"ST-302","ST-3359","일반자전거"
"SPB-54608","2025-12-01 06:33:49","02646","레이크펠리스101동앞","0","2025-12-01 06:41:17","01222","잠실새내역 5번 출구 뒤","0","7","1243.40",\N,\N,\N,"ST-1867","ST-547","일반자전거"
"SPB-73783","2025-12-01 05:48:24","00583","청계천 생태교실 앞","0","2025-12-01 06:41:21","01325","상월곡역 4번출구","0","52","5513.07",\N,\N,\N,"ST-376","ST-571","일반자전거"
"SPB-35911","2025-12-01 06:37:55","00356","KT혜화지사 앞","0","2025-12-01 06:41:21","00341","혜화역 3번출구 뒤","0","3","501.44","1994","F","내국인","ST-172","ST-157","일반자전거"
"SPB-65708","2025-12-01 06:31:00","04574","영등포시장역 포레나영등포","0","2025-12-01 06:41:21","04600","서울 영등포구 우체국","0","10","1195.50","1998","M","내국인","ST-2822","ST-3011","일반자전거"
"SPB-58070","2025-12-01 06:32:57","05753","호반써밋","0","2025-12-01 06:41:24","01246","문정 법조단지10","0","8","1383.75","1979","M","내국인","ST-3071","ST-906","일반자전거"
"SPB-72001","2025-12-01 06:31:50","03638","신청담나들목","0","2025-12-01 06:41:25","02312","청담역 13번 출구 앞","0","9","1108.46",\N,\N,\N,"ST-2839","ST-795","일반자전거"
"SPB-60668","2025-12-01 06:37:16","00254","도림신협 앞","0","2025-12-01 06:41:26","05886","신풍역 2번출구","0","4","557.62","1980",\N,"내국인","ST-302","ST-3359","일반자전거"
"SPB-62119","2025-12-01 06:33:39","01707","도봉구민회관","0","2025-12-01 06:41:26","01768","신동아타워 버스정류소","0","7","1600.00","1984","M","내국인","ST-615","ST-2113","일반자전거"
"SPB-74058","2025-12-01 06:33:53","04029","청소년수련관 후문","0","2025-12-01 06:41:26","01661","당현천근린공원","0","7","1389.10","1998","M","내국인","ST-2718","ST-1278","일반자전거"
"SPB-47679","2025-12-01 06:32:03","04037","물넘이교","0","2025-12-01 06:41:28","02921","중계역 2번출구","0","9","1004.50","1974","","내국인","ST-2835","ST-2087","일반자전거"
"SPB-61228","2025-12-01 06:35:24","01667","중계중학교","0","2025-12-01 06:41:29","02921","중계역 2번출구","0","6","1750.00","1987",\N,"내국인","ST-1284","ST-2087","일반자전거"
"SPB-52134","2025-12-01 06:34:13","02733","마곡13단지 정문 앞","0","2025-12-01 06:41:30","02701","마곡나루역 5번출구 뒤편","0","7","1108.40",\N,"M","내국인","ST-2050","ST-1718","일반자전거"
"SPB-53811","2025-12-01 06:34:29","04535","목동12단지 아파트","0","2025-12-01 06:41:33","00704","남부법원검찰청 교차로","0","7","1076.65","1981","M","내국인","ST-2960","ST-312","일반자전거"
"SPB-73571","2025-12-01 05:50:08","04539","목동7단지아파트 A상가","0","2025-12-01 06:41:33","00765","오목교역 3번출구","0","51","1533.36","1982",\N,"내국인","ST-3059","ST-1731","일반자전거"
"SPB-59634","2025-12-01 06:08:06","01120","대림경동아파트앞","0","2025-12-01 06:41:34","01904","도림천역 1번 출구 앞","0","33","7660.00",\N,\N,\N,"ST-518","ST-663","일반자전거"
"SPB-35866","2025-12-01 06:38:46","04868","석촌호수 서호 남단","0","2025-12-01 06:41:42","02647","잠실 자전거 수리센터 앞","0","2","0.00","1998",\N,"내국인","ST-2833","ST-1868","일반자전거"
"SPB-65600","2025-12-01 06:12:48","02634","위례포레샤인아파트 정류장","0","2025-12-01 06:41:42","04926","대치우성아파트 사거리","0","28","7521.04","1982","M","내국인","ST-1861","ST-3240","일반자전거"
"SPB-31311","2025-12-01 06:37:25","00230","영등포구청역 7번출구","0","2025-12-01 06:41:44","04600","서울 영등포구 우체국","0","4","736.33","1975","M","내국인","ST-413","ST-3011","일반자전거"
"SPB-66183","2025-12-01 06:39:10","03509","세종사이버대학교","0","2025-12-01 06:41:44","03518","군자역 7번출구뒤","0","2","0.00","1983","M","내국인","ST-1194","ST-1263","일반자전거"
"SPB-59945","2025-12-01 06:30:40","04564","63스퀘어","0","2025-12-01 06:41:44","00259","대방역6번출구","0","11","1611.42","1991","F","내국인","ST-2814","ST-307","일반자전거"
"SPB-49411","2025-12-01 06:40:06","01347","길음래미안아파트817동 상가 앞","0","2025-12-01 06:41:45","01348","성북제일새마을금고 본점 앞","0","1","0.00","1980","M","내국인","ST-1211","ST-1212","일반자전거"
"SPB-64691","2025-12-01 05:49:34","01862","스타즈호텔독산 빌딩 앞","0","2025-12-01 06:41:46","01809","LG전자 별관동(호서대 벤처타워 맞은편)","0","52","2542.53","1989",\N,"내국인","ST-1933","ST-623","일반자전거"
"SPB-41455","2025-12-01 06:35:14","00162","봉원고가차도 밑","0","2025-12-01 06:41:48","00135","명물길 원형무대 앞","0","6","986.65","1995","F","내국인","ST-219","ST-37","일반자전거"
"SPB-44337","2025-12-01 06:39:05","02653","올림픽공원사거리(선수촌아파트)","0","2025-12-01 06:41:50","01215","올림픽공원역 1번출구 앞","0","2","0.00","1987","F","내국인","ST-1874","ST-544","일반자전거"
"SPB-44423","2025-12-01 06:37:26","00762","오목로 무중력지대 앞","0","2025-12-01 06:41:50","04546","목동운동장 주경기장","0","4","790.06","1985","M","내국인","ST-1503","ST-3227","일반자전거"
"SPB-62854","2025-12-01 06:39:05","04897","잠실주공5단지1","0","2025-12-01 06:41:50","01231","잠실역 6번출구","0","2","230.22","1990",\N,"내국인","ST-2991","ST-840","일반자전거"
"SPB-73351","2025-12-01 06:38:55","00610","동대문중 교차로","0","2025-12-01 06:41:50","00631","답십리역 1번출구","0","2","740.10","1999",\N,"내국인","ST-270","ST-398","일반자전거"
"SPB-74607","2025-12-01 06:31:25","00656","영휘원 교차로","0","2025-12-01 06:41:51","04128","종암초등학교 뒤(새울센스빌)","0","10","1357.37","1998","M","내국인","ST-1628","ST-3155","일반자전거"
"SPB-72663","2025-12-01 06:07:51","01653","노원역1번출구","0","2025-12-01 06:41:51","04029","청소년수련관 후문","0","34","1590.55","1975",\N,"내국인","ST-1121","ST-2718","일반자전거"
"SPB-46088","2025-12-01 06:34:50","02732","마곡수명산 1-2단지","0","2025-12-01 06:41:52","02733","마곡13단지 정문 앞","0","7","1098.73","1981","M","내국인","ST-2049","ST-2050","일반자전거"
"SPB-71932","2025-12-01 06:36:05","03579","광진 캠퍼스시티","0","2025-12-01 06:41:53","00508","성수아카데미타워 앞","0","5","856.35",\N,\N,\N,"ST-2318","ST-105","일반자전거"
"SPB-67277","2025-12-01 06:33:26","01165","마곡중학교 후문","0","2025-12-01 06:41:53","02733","마곡13단지 정문 앞","0","8","1234.74",\N,\N,\N,"ST-1338","ST-2050","일반자전거"
"SPB-83514","2025-12-01 06:37:22","01364","성북동 치안센터 앞","99","2025-12-01 06:41:56","00340","혜화동 로터리","99","4","587.48","1992","F","내국인","ST-1456","ST-156","새싹자전거"
"SPB-62339","2025-12-01 06:29:49","00470","회현역 7번출구","0","2025-12-01 06:41:59","00473","을지로4가역 9번출구","0","12","2079.10","1979","M","내국인","ST-1776","ST-1779","일반자전거"
"SPB-30802","2025-12-01 06:37:36","01166","강서구립등빛도서관","0","2025-12-01 06:42:01","01160","양천향교역 7번출구앞","0","4","584.61","1992",\N,"내국인","ST-1351","ST-1251","일반자전거"
"SPB-58011","2025-12-01 06:31:34","01166","강서구립등빛도서관","0","2025-12-01 06:42:02","05090","대상연구소","0","10","1451.34","1959","M","내국인","ST-1351","ST-3137","일반자전거"
"SPB-62642","2025-12-01 06:38:17","00656","영휘원 교차로","0","2025-12-01 06:42:03","00640","동대문경찰서 교차로","0","3","461.60","1963","M","내국인","ST-1628","ST-407","일반자전거"
"SPB-69273","2025-12-01 06:38:43","00166","가재울 초등학교","0","2025-12-01 06:42:04","00179","가좌역 4번출구 앞","0","3","283.77","1991","M","내국인","ST-223","ST-232","일반자전거"
"SPB-69243","2025-12-01 06:39:43","00508","성수아카데미타워 앞","0","2025-12-01 06:42:05","00514","성수사거리 버스정류장 앞","0","2","416.92","1998",\N,"내국인","ST-105","ST-112","일반자전거"
"SPB-51547","2025-12-01 06:28:42","01033","고덕동 아남아파트","0","2025-12-01 06:42:05","01010","강동세무서","0","13","2647.74","1994","M","내국인","ST-1050","ST-494","일반자전거"
"SPB-54288","2025-12-01 06:23:18","02119","중앙동 동진빌딩","0","2025-12-01 06:42:06","03819","서울대벤처타운역","0","18","2557.38",\N,\N,\N,"ST-884","ST-3143","일반자전거"
"SPB-35391","2025-12-01 06:38:19","01153","발산역 1번, 9번 인근 대여소","0","2025-12-01 06:42:10","02721","등촌1-10단지 교차로","0","3","461.61","1959","M","내국인","ST-1065","ST-2037","일반자전거"
"SPB-43385","2025-12-01 05:58:49","04269","연희IC 남측","0","2025-12-01 06:42:11","04639","동빙고근린공원","0","43","7043.33","1966",\N,"내국인","ST-3062","ST-3083","일반자전거"
"SPB-65508","2025-12-01 06:36:34","04031","청암예술학교 앞","0","2025-12-01 06:42:13","01625","상계역 3번출구","0","5","1149.73",\N,\N,\N,"ST-2729","ST-914","일반자전거"
"SPB-50926","2025-12-01 06:34:52","01021","강일동 리슈빌 빌딩앞","0","2025-12-01 06:42:13","04962","고덕비즈밸리 디엠스퀘어 앞","0","7","1197.41",\N,\N,\N,"ST-504","ST-3366","일반자전거"
"SPB-66118","2025-12-01 06:34:14","04091","방학역2번출구","0","2025-12-01 06:42:13","04084","도봉동실내스포츠센터","0","7","765.01","1970",\N,"내국인","ST-3172","ST-3050","일반자전거"
"SPB-64591","2025-12-01 06:19:35","02119","중앙동 동진빌딩","0","2025-12-01 06:42:18","03803","남서울중학교","0","22","3394.79","1963",\N,"내국인","ST-884","ST-2614","일반자전거"
"SPB-58950","2025-12-01 06:40:07","01173","강서구청사거리(SH타워)","0","2025-12-01 06:42:19","05082","가양역 7번출구","0","2","420.00","1990",\N,"내국인","ST-1510","ST-3094","일반자전거"
"SPB-65798","2025-12-01 06:34:42","00343","힐스테이트창경궁 아파트 앞","0","2025-12-01 06:42:20","04707","청계3가 사거리","0","7","1922.52",\N,\N,\N,"ST-159","ST-2513","일반자전거"
"SPB-71502","2025-12-01 06:24:08","00720","서울강월초등학교 앞","0","2025-12-01 06:42:23","00785","양천구청, 보건소 사잇길","0","18","3320.00","1968","M","내국인","ST-432","ST-2011","일반자전거"
"SPB-70408","2025-12-01 06:37:56","01653","노원역1번출구","0","2025-12-01 06:42:23","01691","노원정보도서관","0","4","630.00","1990","M","내국인","ST-1121","ST-1642","일반자전거"
"SPB-50156","2025-12-01 06:40:07","01209","잠실나루역 (2번 출구 쪽)","0","2025-12-01 06:42:25","04496","잠실 파크리오 120동 앞","0","2","375.78","1986","M","내국인","ST-542","ST-2601","일반자전거"
"SPB-31270","2025-12-01 06:33:31","02103","신림동 우방아파트","0","2025-12-01 06:42:26","02056","동작구민 체육센터","0","8","639.05","1995",\N,"내국인","ST-703","ST-733","일반자전거"
"SPB-68922","2025-12-01 06:38:49","04917","일원에코파크 주차장","0","2025-12-01 06:42:26","03641","대청역","0","3","660.00","2000","M","내국인","ST-3179","ST-2867","일반자전거"
"SPB-52250","2025-12-01 06:41:10","00524","래미안금호하이리버 아파트 102동 옆","0","2025-12-01 06:42:27","00534","금호사거리","0","1","333.59","1988","M","내국인","ST-240","ST-246","일반자전거"
"SPB-53329","2025-12-01 06:38:38","02086","삼일수영장 앞","0","2025-12-01 06:42:29","02082","7호선 이수역7번출구","0","3","835.84",\N,\N,\N,"ST-2359","ST-2355","일반자전거"
"SPB-61230","2025-12-01 06:40:36","02715","마곡나루역 2번 출구","0","2025-12-01 06:42:32","02716","롯데 R&D 센터","0","1","820.00",\N,\N,\N,"ST-2031","ST-2032","일반자전거"
"SPB-63006","2025-12-01 06:36:25","01166","강서구립등빛도서관","0","2025-12-01 06:42:33","01158","가양역 8번출구","0","6","1270.46",\N,\N,\N,"ST-1351","ST-1249","일반자전거"
"SPB-51631","2025-12-01 06:36:54","05089","LG사이언스파크 E10동","0","2025-12-01 06:42:35","01166","강서구립등빛도서관","0","5","769.41","1901",\N,"내국인","ST-3128","ST-1351","일반자전거"
"SPB-67297","2025-12-01 06:40:09","00178","증산3교 앞","0","2025-12-01 06:42:37","00194","증산교 앞","0","2","447.61","2001","F","내국인","ST-349","ST-350","일반자전거"
"SPB-60031","2025-12-01 06:39:27","03310","영락고등학교","0","2025-12-01 06:42:40","02169","봉천역 2번출구","0","3","1270.00","1988",\N,"내국인","ST-2393","ST-1264","일반자전거"
"SPB-51318","2025-12-01 06:28:17","02642","마천동 성내천 쉼터","0","2025-12-01 06:42:41","04479","문정중학교","0","14","1961.01","1997",\N,"내국인","ST-1794","ST-2590","일반자전거"
"SPB-53628","2025-12-01 06:39:59","02744","강서세무서 앞","0","2025-12-01 06:42:42","01151","마곡역1번출구","0","2","0.00","1990","F","내국인","ST-2411","ST-1063","일반자전거"
"SPB-69326","2025-12-01 06:04:13","02909","석계역 3번 출구","0","2025-12-01 06:42:43","04014","불암산역 3번 출구","0","38","7574.97","1973","M","내국인","ST-2075","ST-2707","일반자전거"
"SPB-58696","2025-12-01 06:33:32","00231","남부고용노동지청 남측","0","2025-12-01 06:42:43","00296","KT플라자 영등포점","0","9","1400.00","1967","F","내국인","ST-280","ST-1968","일반자전거"
"SPB-74144","2025-12-01 06:38:23","00271","샛강생태공원방문자센터 앞","0","2025-12-01 06:42:43","00259","대방역6번출구","0","4","876.79","1966",\N,"내국인","ST-425","ST-307","일반자전거"
"SPB-71999","2025-12-01 06:35:28","00320","을지로입구역 4번출구 앞","0","2025-12-01 06:42:43","00454","종로2가 버스정류장 (종각방향)","0","7","558.82","1992","M","내국인","ST-136","ST-1607","일반자전거"
"SPB-43099","2025-12-01 06:41:36","05152","이스트폴 105동 방면 입구","0","2025-12-01 06:42:44","05154","광진구청 앞","0","1","239.23","1981","M","내국인","ST-3369","ST-3400","일반자전거"
"SPB-40357","2025-12-01 06:09:29","00536","행당역 2번출구 앞","0","2025-12-01 06:42:44","00485","서울역5번출구","0","33","4615.15","1986",\N,"내국인","ST-248","ST-1791","일반자전거"
"SPB-72283","2025-12-01 06:40:26","04557","리버뷰신안인스빌2차 후문","0","2025-12-01 06:42:50","01906","신도림역 1번 출구 앞","0","2","492.39","1990","M","내국인","ST-2564","ST-664","일반자전거"
"SPB-46866","2025-12-01 06:38:35","00786","목동아파트 8단지 상가동 앞","0","2025-12-01 06:42:54","00703","오목교역 7번출구 앞","0","4","800.00","1996",\N,"내국인","ST-2012","ST-311","일반자전거"
"SPB-52787","2025-12-01 06:36:05","02656","풍납동 아이파크 107동 앞","0","2025-12-01 06:42:54","04484","잠실나루역4번출구뒤","0","6","1360.00","1976","M","내국인","ST-1878","ST-2594","일반자전거"
"SPB-70740","2025-12-01 06:32:47","05865","더리브오피스텔 앞","0","2025-12-01 06:42:56","00209","유진투자증권빌딩 앞","0","10","2015.44","1997","F","내국인","ST-3204","ST-55","일반자전거"
"SPB-63026","2025-12-01 06:33:11","03726","삼양동사거리","0","2025-12-01 06:42:59","01367","길음문화복합미디어센터","0","9","1600.08","1969","M","내국인","ST-3234","ST-1459","일반자전거"
"SPB-58629","2025-12-01 06:39:45","02701","마곡나루역 5번출구 뒤편","0","2025-12-01 06:42:59","02744","강서세무서 앞","0","3","350.32","1980","M","내국인","ST-1718","ST-2411","일반자전거"
"SPB-51664","2025-12-01 06:40:56","03758","서울남부출입국관리소","0","2025-12-01 06:43:01","01151","마곡역1번출구","0","2","360.00","1984","M","내국인","ST-2858","ST-1063","일반자전거"
"SPB-64703","2025-12-01 06:38:34","02744","강서세무서 앞","0","2025-12-01 06:43:01","02701","마곡나루역 5번출구 뒤편","0","4","580.35",\N,\N,\N,"ST-2411","ST-1718","일반자전거"
"SPB-56302","2025-12-01 06:35:45","02630","서울방이동 고분군","0","2025-12-01 06:43:02","04864","송파사거리","0","7","860.00","1997",\N,"내국인","ST-1857","ST-2796","일반자전거"
"SPB-68094","2025-12-01 06:36:06","04825","신내동 벽산아파트 후문 앞","0","2025-12-01 06:43:02","01455","상봉역 2번 출구","0","6","1406.00","1994","M","내국인","ST-2906","ST-1375","일반자전거"
"SPB-73449","2025-12-01 06:42:18","00113","홍대입구역 2번출구 앞","0","2025-12-01 06:43:02","03010","홍대입구역 3번출구","0","0","141.90","1997","M","내국인","ST-18","ST-2168","일반자전거"
"SPB-72393","2025-12-01 06:19:41","02524","반포쇼핑타운 8동 앞","0","2025-12-01 06:43:03","02082","7호선 이수역7번출구","0","23","4195.37","1977","M","내국인","ST-1909","ST-2355","일반자전거"
"SPB-67664","2025-12-01 06:40:13","04870","몽촌토성역 3번 출구","0","2025-12-01 06:43:04","02608","송파구청","0","2","0.10","1991","F","내국인","ST-2876","ST-1681","일반자전거"
"SPB-32082","2025-12-01 06:36:49","02102","봉림교 교통섬","0","2025-12-01 06:43:05","02140","신림1교 교차로","0","6","709.76","1992",\N,"내국인","ST-702","ST-724","일반자전거"
"SPB-72806","2025-12-01 06:34:59","01129","화곡역 1번 출구 앞","0","2025-12-01 06:43:05","02713","우장초등학교 앞","0","8","1040.63","1955","M","내국인","ST-525","ST-2029","일반자전거"
"SPB-72678","2025-12-01 06:14:47","05080","가양역 1번출구","0","2025-12-01 06:43:06","01196","서울식물원(문화센터) 건너편","0","28","2498.75","1981","M","내국인","ST-3084","ST-1713","일반자전거"
"SPB-30268","2025-12-01 05:49:45","01299","송파소방서 (방이119안전센터)","0","2025-12-01 06:43:06","01011","LIGA 아파트 앞","0","53","1839.03","1980","M","내국인","ST-1588","ST-495","일반자전거"
"SPB-73312","2025-12-01 06:26:19","05315","불암산역 앞","0","2025-12-01 06:43:06","01628","노일초등학교 앞","0","16","2784.60","1972","M","내국인","ST-3134","ST-868","일반자전거"
"SPB-67029","2025-12-01 06:33:51","04619","한강트럼프월드3차 앞","0","2025-12-01 06:43:07","00853","용산역 맞은편","0","9","648.28","1956","M","내국인","ST-2450","ST-2177","일반자전거"
"SPB-37587","2025-12-01 06:26:43","04320","비석공원","0","2025-12-01 06:43:08","04932","개포래미안포레스트 130동 맞은편","0","16","2162.70","1999","F","내국인","ST-2570","ST-3294","일반자전거"
"SPB-70565","2025-12-01 06:36:19","00834","효창공원앞역 3번출구 앞","0","2025-12-01 06:43:09","04603","한강GS에클라트 건너편 교통섬","0","6","998.52","1960","M","내국인","ST-1341","ST-2866","일반자전거"
